Geneid	CeACtrl	CeAMor	dStrCtrl	dStrMor	NAcCtrl	NAcMor
Gm39669	0	0	0	2	0	2
Gm15433	0	0	0	0	0	0
A530032D15Rik	0	0	0	0	0	0
A530040E14Rik	0	0	0	0	0	0
Gm35498	0	0	0	0	0	0
Gm38510	0	0	0	0	0	0
LOC102638435	0	0	0	0	0	0
Gm7609	0	0	0	0	0	0
C130026I21Rik	0	0	0	0	0	0
LOC108167347	0	0	0	0	0	0
LOC101055758	1	0	0	0	0	1
LOC105243968	0	0	0	0	0	0
Gm2666	0	0	0	0	0	0
Gm2427	1	0	0	0	0	7
Sp110	0	0	0	0	0	0
Sp140	0	0	3	0	0	0
LOC102634459	0	0	0	0	0	0
Sp100	0	0	0	1	0	0
A630001G21Rik	0	0	0	0	0	0
Mir8096	0	0	0	0	0	0
9930111H07Rik	0	0	0	0	0	0
Cab39	447	414	390	269	496	400
Itm2c	2126	1987	928	718	1479	1430
Gm32302	0	0	0	0	3	0
4933407L21Rik	16	17	17	13	9	23
Gpr55	17	18	18	23	53	18
Gm41905	0	1	5	5	5	0
Spata3	0	1	0	0	0	1
2810459M11Rik	16	17	6	1	3	1
Psmd1	465	436	281	294	393	237
Htr2b	19	18	52	30	37	10
Armc9	130	151	144	156	136	126
LOC108167633	31	18	11	15	18	17
Gm16341	1	2	0	0	0	0
Gm28626	0	0	1	0	0	0
B3gnt7	1	1	0	0	0	1
Ncl	1577	1388	720	762	1239	969
Snora75	3	5	3	2	7	0
Gm24148	10	3	5	8	10	8
Snord82	3	11	1	2	3	1
C130036L24Rik	1	2	6	2	12	0
Nmur1	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0
Gm32700	2	2	0	0	0	0
Gm32758	0	0	0	0	0	0
Gm41907	0	0	0	0	0	0
Ptma	271	201	163	152	239	205
Pde6d	59	28	31	18	37	38
Cops7b	25	22	29	29	26	35
Gm41908	8	0	0	2	0	3
Nppc	8	4	1	0	10	1
Dis3l2	92	84	102	78	86	94
Gm41909	0	0	1	4	7	3
Gm28375	0	0	1	0	0	0
Gm41910	0	0	0	0	0	0
Gm29371	0	0	0	0	0	0
Alppl2	0	0	0	0	0	0
Alpi	0	0	0	0	0	0
Akp3	0	0	0	0	0	0
Ecel1	101	147	25	27	32	54
Gm33292	0	0	0	0	0	0
Prss56	0	0	0	1	0	0
Chrnd	0	0	0	0	0	0
Chrng	0	0	1	0	0	0
Eif4e2	118	133	160	95	146	105
Efhd1	10	10	11	16	14	29
Gm41911	0	0	0	0	0	0
Gigyf2	225	252	212	204	207	239
Kcnj13	3	39	51	33	19	10
3110079O15Rik	0	1	4	5	4	2
Ngef	558	586	923	660	676	624
LOC108167634	0	0	5	0	4	0
Neu2	9	9	4	5	0	6
Inpp5d	6	9	15	15	23	8
Gm33470	0	0	0	0	4	0
Gm33517	0	0	0	1	4	0
Atg16l1	118	164	142	125	153	101
Scarna6	90	115	86	46	60	71
Sag	2	10	6	14	6	12
Gm38609	0	5	0	0	1	6
Dgkd	202	158	128	145	173	147
Gm19582	0	7	0	1	7	9
Usp40	125	123	162	148	151	117
Ugt1a10	0	0	0	0	0	0
Ugt1a9	0	0	0	0	0	0
Ugt1a7c	0	0	0	0	0	0
Ugt1a6b	0	0	0	0	0	0
Ugt1a6a	1	4	0	0	0	0
Ugt1a5	0	0	0	0	0	0
Ugt1a2	0	0	0	0	0	0
Dnajb3	4	8	6	5	5	0
Ugt1a1	0	0	0	0	2	0
Mroh2a	0	0	0	3	0	0
Hjurp	105	89	125	119	146	116
Trpm8	0	0	0	0	0	0
Spp2	0	0	0	0	0	0
Gm29538	0	0	0	0	0	0
Gm28888	0	0	0	0	0	0
Glrp1	0	0	0	0	0	0
Gm19589	0	0	0	0	0	0
Gm41912	0	0	0	0	0	0
Arl4c	110	52	51	38	97	84
Platr5	0	0	0	0	0	0
Gm34194	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0
Sh3bp4	13	28	16	7	14	14
Gm34331	0	0	1	2	0	0
C030007H22Rik	0	0	0	1	1	0
Gm41913	0	0	1	0	0	0
Agap1	323	357	319	271	306	269
Gm28499	0	3	3	22	8	4
Gm41914	0	3	3	0	1	0
4933400F21Rik	35	27	34	26	20	12
Gbx2	0	1	0	2	1	5
LOC102637806	0	0	0	0	0	4
Asb18	11	10	6	2	4	0
Gm41915	5	4	9	0	7	1
Gm34616	0	0	0	0	0	0
Iqca	0	5	0	0	3	2
4930434B07Rik	0	1	0	0	0	0
Ackr3	26	46	7	2	16	11
Gm34930	0	0	0	0	0	0
LOC102638195	0	1	0	0	0	0
Gm34992	0	0	0	0	0	0
Gm28722	0	0	2	3	0	0
Gm35048	0	0	0	0	0	0
LOC108167648	0	0	0	0	0	0
Gm41917	0	0	0	0	0	0
Gm35192	0	0	0	0	0	0
Cops8	153	144	82	71	103	121
Gm35242	0	0	0	0	0	0
Gm9991	0	0	0	0	0	0
Gm35332	0	0	0	0	0	0
Gm41918	0	0	3	0	0	0
Col6a3	5	18	24	13	5	2
Gm35381	0	0	0	0	0	0
Mlph	0	0	0	6	2	0
Prlh	0	0	0	0	0	0
Rab17	0	0	0	0	0	0
Lrrfip1	156	110	129	98	189	122
Rbm44	0	0	4	0	0	0
Ramp1	83	60	110	98	83	86
Ube2f	58	53	56	46	90	49
Scly	4	15	14	5	8	11
Espnl	0	0	0	0	0	0
Klhl30	0	0	2	0	0	0
Fam132b	0	0	6	2	7	1
Ilkap	50	71	63	44	74	67
1700020N18Rik	0	0	0	0	0	0
Hes6	1	8	1	0	4	11
Per2	127	40	237	127	152	91
Gm35591	17	5	32	43	4	13
Gm28382	0	0	0	0	0	0
Traf3ip1	53	51	51	67	70	36
Asb1	78	57	46	39	54	98
Gm28380	48	11	0	1	5	3
Twist2	11	1	1	0	0	0
LOC108167658	0	0	0	0	0	0
LOC108167833	0	2	0	0	0	0
Hdac4	207	222	208	203	196	163
LOC108167659	6	3	15	11	14	17
Gm35992	0	0	0	0	0	0
Ndufa10	255	212	163	133	173	156
Mir6900	2	0	0	0	0	0
Olfr1416	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0
Myeov2	83	40	29	34	68	55
Otos	0	0	0	0	0	0
Gm29483	0	0	0	0	0	0
Gm36102	0	0	0	1	0	0
Gpc1	124	106	85	80	119	144
Mir149	0	0	0	0	0	0
Ankmy1	1	2	4	1	9	5
Gm36184	0	0	0	0	2	0
Dusp28	29	27	13	13	27	23
5033417F24Rik	7	17	6	18	8	2
Rnpepl1	33	35	30	25	21	22
9430060I03Rik	5	7	3	2	3	0
Capn10	18	23	14	23	22	40
Gpr35	0	8	6	0	1	5
Gm36424	0	0	0	0	0	0
Aqp12	0	0	0	1	0	0
Kif1a	1513	1582	1170	1036	1323	1336
Gm36472	0	1	0	0	0	0
Agxt	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0
Crocc2	0	0	0	0	1	0
Sned1	8	17	22	31	24	30
Mir6901	0	0	0	0	0	0
Mterf4	23	26	15	22	17	43
Gm28535	5	1	2	4	11	11
Pask	28	9	35	28	36	25
Ppp1r7	357	328	404	273	367	250
Mir6902	0	0	0	0	0	0
Mir6345	0	3	8	0	0	2
Ano7	3	8	0	1	4	4
Hdlbp	443	338	360	277	402	330
Sept2	159	133	191	142	161	105
Farp2	54	24	48	38	28	28
Gm41920	8	8	31	11	6	15
Stk25	249	196	149	143	171	165
Bok	6	7	16	4	4	31
Thap4	40	82	44	38	42	20
Atg4b	56	41	48	43	58	60
Dtymk	19	29	36	31	33	25
Ing5	20	37	30	26	60	24
D2hgdh	18	22	42	40	17	40
Gal3st2	0	0	0	0	0	0
Gm30204	0	0	0	0	0	0
Gm9994	0	0	0	0	0	0
Gm7889	0	0	0	0	0	0
Gm6086	0	0	0	0	0	0
Neu4	1	2	2	0	3	0
Pdcd1	0	0	0	0	1	0
4930440C22Rik	0	0	0	0	0	0
Fam174a	129	61	68	58	98	77
St8sia4	222	114	96	83	182	163
Gm30431	0	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0
Gm29601	0	0	0	0	0	0
Gm30490	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
Slco4c1	39	9	33	13	29	19
Panct2	1	7	17	5	8	7
Slco6b1	2	0	0	0	0	0
Slco6c1	0	0	0	2	0	0
Gm7133	0	0	0	0	0	0
Gm7135	0	0	0	0	0	0
LOC105246668	13	10	31	22	10	18
D1Ertd622e	74	109	73	46	61	72
Ppip5k2	146	160	178	160	252	150
Gin1	17	18	21	17	37	57
Pam	884	863	722	561	767	734
Gm31771	2	3	6	3	3	0
B230216N24Rik	1	6	10	12	10	7
1810006J02Rik	0	0	0	0	0	0
Gm29461	3	0	0	0	0	0
Slco6d1	0	0	0	0	0	0
Gm7967	2	0	0	0	0	0
Cntnap5b	232	159	209	166	234	180
Gm41923	0	0	1	0	0	0
Gm20268	0	0	0	0	0	0
Gm31973	0	0	0	0	0	0
Gm41924	0	0	0	0	0	0
Cdh20	20	5	14	11	12	44
Gm41925	0	0	0	0	0	0
Gm29012	0	0	0	0	0	0
Rnf152	11	22	15	15	58	55
Gm17634	0	0	0	0	0	1
Gm28403	0	0	0	0	0	0
Pign	108	116	121	130	130	53
2310035C23Rik	395	361	449	403	504	485
Tnfrsf11a	27	0	15	8	5	3
Gm41926	0	0	0	0	0	0
Gm41927	0	5	0	0	0	0
Gm7160	0	0	0	0	2	7
Zcchc2	65	89	109	110	129	66
Gm26509	8	0	0	4	1	1
Gm20753	0	0	0	0	0	0
Phlpp1	170	186	240	219	290	193
Gm41928	0	4	8	0	0	1
Bcl2	75	123	157	135	111	46
Mir3473f	0	0	0	0	0	0
Gm37053	17	15	53	90	30	9
Kdsr	122	203	171	130	162	190
Vps4b	121	128	81	98	141	100
Serpinb5	0	0	0	0	0	0
Serpinb12	0	0	0	0	0	0
Serpinb13	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0
Serpinb3b	0	1	0	0	0	0
Serpinb3c	0	0	0	0	0	0
Serpinb11	0	0	0	0	0	0
Serpinb7	0	0	0	0	0	0
Serpinb2	0	0	0	0	12	12
Serpinb10	0	0	0	0	0	0
Serpinb8	4	3	4	2	1	3
Gm15389	0	0	0	0	0	0
D830032E09Rik	0	0	0	0	0	0
Gm28282	0	0	0	0	0	0
Gm41929	0	0	0	0	0	0
Cdh7	263	148	193	102	210	197
Gm41930	0	0	0	0	0	0
Cdh19	2	7	5	8	5	0
LOC102635409	0	0	0	0	0	0
Dsel	261	248	313	260	357	230
Gm32810	3	24	107	106	115	58
Gm41931	0	0	0	0	0	0
Gm41932	0	0	0	0	0	0
LOC108167836	0	0	0	0	0	0
Gm32985	0	0	0	0	0	0
Gm41933	0	0	0	0	0	0
Gm33042	0	0	0	0	0	0
LOC108167704	26	11	5	17	31	23
Cntnap5a	427	412	275	184	512	309
LOC108167601	0	0	0	0	0	0
B020011L13Rik	0	0	0	0	0	0
Tsn	108	175	145	115	191	124
Nifk	81	64	33	29	53	73
Gm28867	0	0	0	0	0	0
Clasp1	420	425	385	374	457	302
2900060B14Rik	23	30	18	18	15	24
Tfcp2l1	2	6	21	14	4	5
Gli2	3	1	3	8	1	4
Mir6346	0	0	0	0	0	0
Gm41934	0	0	0	0	0	0
LOC108167707	0	0	0	0	0	0
Gm33388	0	0	0	0	0	0
Inhbb	8	1	2	0	0	1
Gm41935	0	0	0	0	0	0
Gm33490	0	0	0	0	0	0
Gm33575	0	0	0	0	0	0
LOC108167708	0	0	0	0	0	0
Ralb	4	22	9	8	19	11
Tmem185b	44	39	26	26	88	57
3830432H09Rik	0	1	4	1	2	0
Epb41l5	20	18	33	50	55	38
Ptpn4	576	495	579	386	575	470
Gm28209	0	0	1	1	0	1
Tmem177	34	19	21	11	34	19
Cfap221	30	8	0	0	1	3
Gm33817	0	0	0	0	0	0
Sctr	0	0	2	0	0	0
Gm33764	0	0	0	0	0	0
Gm41936	0	0	0	0	0	0
Tmem37	0	0	0	0	0	0
Gm41937	0	0	0	0	0	0
Gm41938	0	0	0	0	0	0
Dbi	37	73	43	52	57	81
3110009E18Rik	15	17	17	9	9	5
Steap3	2	0	0	4	2	2
C1ql2	17	6	4	0	5	0
LOC108167722	0	0	0	0	0	0
Marco	0	0	0	0	0	0
Gm41939	0	0	0	0	0	0
En1	0	0	0	1	0	0
Gm34352	0	0	0	0	0	0
2610027F03Rik	0	0	0	0	0	0
Gm29345	0	0	0	0	0	0
Gm34584	0	0	0	0	0	0
Gm34641	0	0	0	0	0	0
Gm34698	0	0	0	0	0	0
Celrr	0	0	0	1	0	0
LOC108167723	0	0	0	0	0	0
Gm41940	0	0	0	2	0	0
Insig2	159	142	154	113	175	124
LOC108167603	0	0	0	0	0	0
2210011K15Rik	0	0	0	0	0	0
Gm35243	0	0	0	0	0	0
Ccdc93	103	85	57	52	81	88
Htr5b	0	0	1	0	0	10
Ddx18	93	86	69	35	79	94
Gm28590	0	0	0	0	0	0
Dpp10	686	756	339	144	603	534
Gm41941	0	6	7	2	0	0
Gm35355	0	0	0	1	0	0
Actr3	658	447	485	450	515	423
Slc35f5	57	37	18	27	41	18
Gpr39	3	0	0	0	0	0
Gm41943	6	0	2	0	6	2
Lypd1	423	418	145	118	325	238
Nckap5	25	13	6	4	12	35
Gm35562	5	5	2	2	14	10
LOC102639337	0	0	0	0	0	0
Gm41945	0	0	0	0	0	0
Mgat5	217	238	160	131	172	218
Gm8451	2	7	5	2	7	5
Gm41947	5	1	7	3	7	3
Tmem163	15	2	1	6	15	3
Gm35993	0	0	0	0	0	0
Acmsd	7	7	20	7	0	2
2900009J06Rik	3	0	0	0	0	2
Ccnt2	203	168	370	265	306	270
Map3k19	71	34	7	18	49	52
Rab3gap1	328	262	246	248	330	217
Zranb3	34	21	55	29	58	20
Gm28800	4	0	6	1	4	1
R3hdm1	871	758	1210	1185	1063	811
Mir128-1	5	10	7	18	25	6
Ubxn4	237	233	183	205	280	180
Gm41949	97	91	94	86	97	62
Lct	1	0	0	0	0	0
Mcm6	20	26	31	5	34	16
Dars	219	158	133	83	123	125
Gm41950	0	0	0	0	0	0
Cxcr4	0	0	0	2	0	0
Thsd7b	83	107	68	44	94	93
Gm36347	0	1	0	3	0	0
Gm41951	0	0	0	0	0	0
Cd55b	0	0	8	0	0	0
Gm15674	0	0	0	0	0	0
Cd55	16	5	6	18	3	0
Gm16083	0	0	0	5	2	4
Zp3r	0	0	4	16	0	1
C4bp	0	2	0	0	0	0
C4bp-ps1	0	0	0	0	5	0
Pfkfb2	89	111	152	143	129	116
Yod1	153	122	141	99	173	97
AA986860	0	5	2	2	3	7
Gm28857	0	0	0	0	0	0
Gm28856	0	0	0	0	0	0
Fcamr	0	0	0	0	0	0
LOC102640771	0	0	0	0	0	0
Pigr	0	0	0	0	0	0
Fcmr	0	0	0	0	0	0
Il24	0	0	0	0	0	0
Il20	0	0	0	0	0	0
Il19	0	0	0	0	0	0
Gm41952	0	0	0	0	0	0
Il10	0	0	0	0	0	0
Mapkapk2	13	17	22	15	11	13
Dyrk3	23	15	3	10	15	4
Eif2d	61	110	88	65	61	55
Rassf5	31	17	23	28	39	35
Gm29953	4	3	3	0	6	3
Ikbke	1	0	0	7	0	0
Srgap2	184	208	310	303	237	237
Fam72a	4	6	6	0	1	0
Avpr1b	0	0	0	0	0	0
Ctse	0	0	0	0	0	0
LOC108167725	0	0	0	0	0	0
Rab7b	0	0	3	2	3	0
Gm30104	0	0	0	0	0	0
Slc26a9	0	0	0	0	0	0
Pm20d1	0	0	0	0	5	0
Slc41a1	36	50	131	95	73	82
Rab29	0	1	2	0	0	3
Nucks1	951	851	840	617	884	791
Slc45a3	0	0	0	1	0	0
Elk4	55	93	101	77	116	106
Mfsd4a	72	53	68	53	44	38
LOC105246707	5	4	2	1	2	2
LOC108167726	0	0	0	2	0	0
Cdk18	28	22	13	3	20	37
Gm30153	0	0	0	0	0	0
Gm30242	0	0	0	0	0	0
Gm29695	10	16	9	7	4	14
Lemd1	9	0	1	4	6	10
Mir135b	0	0	1	0	0	0
Gm29630	0	0	0	0	0	0
Gm38446	0	0	0	0	0	0
Klhdc8a	8	4	10	7	19	8
Nuak2	0	0	0	0	0	0
Gm30744	0	0	0	0	0	0
F730311O21Rik	0	0	0	0	0	0
Tmcc2	93	60	128	69	114	136
Dstyk	193	209	182	175	255	224
Rbbp5	142	159	108	107	138	112
Tmem81	0	0	0	0	0	0
Cntn2	50	77	121	92	87	103
Nfasc	336	367	524	407	497	437
LOC108167727	5	5	16	22	11	7
Gm10538	7	12	9	19	8	11
Gm31101	0	0	0	0	0	0
Lrrn2	334	289	198	145	226	313
Gm31159	12	29	59	54	52	62
Gm38687	0	3	6	0	2	1
Mdm4	219	242	388	337	327	227
Gm41953	1	0	0	0	0	0
Pik3c2b	31	48	196	148	151	112
Gm28609	4	17	50	31	23	11
Ppp1r15b	343	260	164	123	238	229
Plekha6	143	153	196	221	220	186
Gm19461	0	1	5	0	1	0
Golt1a	0	0	0	0	0	0
Kiss1	0	0	0	0	0	0
Ren1	0	0	0	0	0	0
Etnk2	4	8	2	0	2	7
Sox13	12	14	4	3	11	8
Snrpe	38	43	54	33	49	27
Zc3h11a	255	274	330	312	356	316
Zbed6	214	204	309	378	325	341
Lax1	0	0	0	4	0	0
Atp2b4	3289	2539	427	298	1541	1403
Mir6903	0	0	0	0	0	0
Gm41954	0	0	0	0	0	0
Gm28441	0	0	0	0	0	0
Gm31515	0	0	0	0	0	0
Optc	3	10	1	6	1	0
Prelp	17	4	3	5	8	5
Gm31629	0	0	0	0	0	0
Fmod	0	0	2	0	0	3
LOC105246710	0	0	0	0	0	0
Btg2	22	18	11	18	21	19
Gm31974	0	0	0	0	0	0
Gm32039	0	0	1	8	2	0
Chit1	0	0	1	0	2	0
LOC108167728	0	0	0	0	0	0
Chil1	1	7	2	1	4	3
Mybph	0	0	1	2	5	0
Adora1	55	31	108	91	87	88
Gm32221	0	0	0	0	0	0
Myog	0	0	0	0	0	0
Ppfia4	165	109	102	91	111	130
Gm32267	0	0	0	1	1	0
Tmem183a	69	156	119	67	97	74
4933406M09Rik	0	0	0	0	0	0
Cyb5r1	23	21	20	10	14	14
Adipor1	91	91	110	75	72	87
Klhl12	60	68	47	67	74	73
Rabif	56	51	25	26	37	19
Gm29376	0	0	0	0	0	0
LOC108167729	0	0	0	0	0	0
Mgat4e	0	0	4	0	0	0
LOC108167730	0	0	0	0	0	0
Kdm5b	494	492	546	445	501	464
Syt2	39	29	115	90	56	56
Ppp1r12b	355	297	237	232	289	290
Gm32670	11	5	11	6	11	14
Ube2t	0	0	0	1	0	0
Lgr6	1	7	19	18	8	1
Ptprv	1	6	39	52	6	9
Ptpn7	0	0	6	12	4	1
Arl8a	112	155	120	107	165	128
Gpr37l1	16	24	62	34	47	32
Gm41955	0	0	0	0	0	0
Elf3	0	0	0	0	0	0
Rnpep	40	66	49	44	46	74
Timm17a	51	70	62	58	60	46
Gm41956	0	0	0	0	0	0
Lmod1	0	5	1	0	0	0
Shisa4	38	14	21	48	35	25
Ipo9	337	335	243	237	264	248
Nav1	207	210	307	220	298	280
Mir1231	0	0	0	0	0	0
Gm32940	32	17	48	42	56	49
Gm4793	0	0	9	1	10	7
Gm32835	0	0	0	0	0	0
Csrp1	53	39	121	79	75	62
Phlda3	12	7	1	5	6	11
Tnni1	0	0	2	8	0	0
Lad1	2	0	0	3	0	0
Tnnt2	40	16	6	2	8	14
Pkp1	0	0	0	0	0	0
Igfn1	0	0	0	0	0	0
Tmem9	105	110	39	23	53	56
Ascl5	0	0	0	0	0	0
Cacna1s	1	1	0	0	0	2
Gm15850	0	0	0	2	0	0
Kif21b	120	118	56	46	142	151
Mroh3	0	0	0	0	0	0
5730559C18Rik	1	0	0	1	0	0
Gpr25	7	12	8	3	10	14
Camsap2	1106	932	668	573	904	753
9230116N13Rik	1	14	2	3	3	1
Ddx59	35	25	13	8	20	16
Kif14	0	2	16	6	0	0
Gm29485	0	0	0	0	0	0
Zfp281	341	244	199	219	285	222
Gm34056	0	0	0	0	0	0
Gm41958	0	0	0	0	0	0
Gm19705	0	0	1	0	0	0
Platr22	0	0	0	0	0	0
Nr5a2	0	0	1	0	0	0
Gm34244	0	0	0	0	0	0
Gm34306	0	0	0	0	0	0
Gm4258	13	15	16	44	18	11
Mir181a-1	0	0	2	0	0	0
Mir181b-1	0	0	0	0	0	0
Gm34353	0	1	1	10	0	0
Ptprc	2	4	1	3	6	0
Atp6v1g3	0	0	0	0	0	0
Gm28500	0	0	0	0	0	0
Nek7	77	34	53	55	82	31
Gm5833	0	0	0	0	0	0
Lhx9	0	0	0	0	0	5
2310009B15Rik	5	13	12	6	10	1
1700019P21Rik	0	0	0	0	0	0
Dennd1b	82	87	205	232	216	148
4930596I21Rik	5	5	4	5	9	1
Gm41960	0	10	18	12	4	3
Crb1	8	34	16	4	10	13
4933436E23Rik	0	0	0	0	0	0
Gm34816	0	0	0	0	0	0
Zbtb41	218	205	222	155	254	180
Gm41962	12	18	26	27	31	19
Aspm	7	8	0	9	7	1
F13b	0	0	0	0	0	0
Cfhr1	0	0	0	0	0	0
Cfhr3	0	0	0	0	0	0
Gm4788	0	0	0	0	0	0
Gm41963	0	0	0	0	0	0
Cfhr2	0	0	0	0	0	0
Cfh	7	10	9	29	10	20
Kcnt2	131	97	154	81	141	106
4930590L20Rik	0	0	0	0	1	0
Gm35244	0	0	0	0	0	0
Gm35303	0	0	0	0	0	0
Cdc73	398	401	359	337	453	248
B3galt2	149	115	215	179	217	181
Gm38658	0	0	0	0	0	0
LOC108167731	1	0	1	0	0	0
Glrx2	139	108	126	101	134	108
Trove2	301	294	322	327	375	375
Uchl5	113	92	36	62	106	37
Gm41964	0	0	2	13	0	2
Rgs2	283	330	313	414	297	237
Gm35356	0	0	0	0	0	0
Rgs13	0	0	2	0	0	1
Gm35415	0	0	0	0	0	0
Rgs1	0	0	0	0	0	0
Rgs21	0	0	0	0	0	0
Rgs18	8	0	0	0	0	0
Gm41965	0	0	0	0	0	0
Gm29514	22	11	2	16	15	11
Brinp3	162	121	57	51	98	78
Gm41966	0	0	0	0	0	0
Gm29398	0	0	0	0	0	0
Pla2g4a	1	0	1	0	0	0
Ptgs2os	0	0	1	2	2	4
Ptgs2	23	13	34	17	12	24
Ptgs2os2	0	0	1	0	0	0
Gm15453	1	1	2	0	0	0
Pdc	0	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	0
BC003331	141	107	114	121	139	102
Tpr	1380	1105	644	629	914	845
Prg4	6	5	6	16	8	7
Gm41967	0	0	0	0	0	0
Hmcn1	5	0	18	6	10	0
Gm36297	0	2	6	5	1	1
Gm36139	6	2	9	3	0	6
Gm36077	0	0	22	7	10	0
C730036E19Rik	0	0	0	2	0	0
3110040M04Rik	0	0	0	0	0	0
LOC108167732	2	3	3	0	0	0
LOC108167733	0	9	3	7	5	0
Ivns1abp	344	372	1238	933	780	641
Swt1	66	129	93	104	107	98
Trmt1l	130	148	98	129	96	84
Mir7682	0	0	1	0	2	3
Rnf2	130	133	98	85	120	106
Gm36527	73	40	72	48	117	47
Fam129a	1	2	0	0	0	1
Gm41969	0	0	0	0	0	0
LOC102640772	4	5	10	8	5	2
Edem3	361	306	247	197	314	246
Gm25279	0	0	0	0	0	0
1700025G04Rik	233	206	122	81	223	126
Gm36920	0	0	0	0	0	0
Gm41970	0	0	0	1	0	0
Tsen15	29	30	27	9	42	15
Colgalt2	7	26	8	5	10	2
Rgl1	418	371	221	136	244	284
LOC108167734	10	14	8	21	21	12
Apobec4	34	19	23	23	15	9
Arpc5	99	154	129	93	83	93
Ncf2	18	2	14	18	15	8
Smg7	422	338	335	338	328	360
Gm29954	0	0	0	0	0	0
Nmnat2	299	278	219	235	295	289
Lamc2	19	38	19	10	24	14
Lamc1	66	92	146	84	109	127
LOC108167838	0	0	0	0	0	0
E330020D12Rik	0	0	0	0	0	0
Shcbp1l	9	4	12	2	11	4
Dhx9	574	551	541	483	574	412
Npl	13	14	17	4	9	16
LOC108167735	4	0	2	9	0	1
Rgs8	232	200	396	315	382	264
C230024C17Rik	1	0	1	0	6	6
Rgs16	7	14	3	1	14	14
Rnasel	39	13	11	8	18	31
Rgsl1	8	19	4	4	17	21
Gm41974	3	0	0	0	0	0
Teddm2	7	13	3	0	3	4
Teddm1b	6	2	0	0	7	0
Teddm1a	6	3	0	5	10	2
Gm38440	10	16	9	10	11	18
Mir8114	0	0	0	0	0	0
Glul	401	505	608	637	556	617
Gm30327	0	0	0	0	0	0
LOC108167736	0	0	0	2	0	0
LOC108167737	0	0	0	0	0	0
Gm30388	0	0	1	0	0	0
Zfp648	6	1	3	0	1	1
4930452N14Rik	0	1	0	0	0	0
4930532M18Rik	0	0	0	0	0	0
Gm30465	2	0	0	0	0	0
Cacna1e	2206	2248	2197	1955	2369	2009
Gm30521	0	0	0	0	0	0
Gm41976	0	0	0	0	0	0
Gm30602	0	0	0	0	0	0
Gm41977	0	2	6	3	2	0
Gm41980	0	0	12	13	2	2
Gm41979	0	0	0	0	0	0
Gm9530	0	2	5	0	4	0
Ier5	31	23	71	50	41	19
Gm41981	0	0	0	0	0	0
Gm30922	0	0	0	0	0	0
Mr1	0	0	1	0	7	12
Stx6	107	64	86	66	86	61
LOC108167738	1	7	6	12	6	0
BC034090	0	7	9	2	13	1
Gm31102	0	0	0	0	0	0
Xpr1	1248	1059	608	573	1110	789
Gm31713	0	0	0	0	0	0
Gm31772	0	0	0	0	0	0
Gm5532	0	0	0	0	1	0
Acbd6	112	77	76	67	77	93
Lhx4	0	0	3	0	0	1
Qsox1	48	21	17	20	52	29
Cep350	523	499	533	451	644	484
Tor1aip1	69	59	80	61	104	115
Tor1aip2	140	114	180	178	179	108
Fam163a	5	1	1	5	2	0
Gm30472	3	0	0	1	0	0
Tdrd5	4	2	11	5	13	13
Nphs2	0	0	0	0	0	0
Axdnd1	2	0	0	3	0	0
Soat1	172	143	102	124	163	144
Gm39682	0	0	0	0	0	0
Abl2	521	510	369	337	408	422
Tor3a	35	13	56	21	12	21
Fam20b	232	183	89	110	155	177
Gm39683	0	0	0	0	0	0
Ralgps2	203	166	247	192	221	152
Angptl1	0	8	11	14	5	18
4930439D14Rik	1	0	2	0	2	1
Gm39685	0	0	0	0	0	0
Gm30568	0	0	0	0	0	0
Tex35	0	0	0	0	0	7
Gm30694	6	13	20	11	12	3
Rasal2	294	273	270	289	306	222
2810025M15Rik	0	0	6	1	2	1
BC026585	0	4	0	0	0	4
Gm15486	0	0	0	0	0	0
Sec16b	0	0	0	0	0	0
Gm30903	0	0	0	0	0	0
Gm39686	0	0	0	0	0	0
Brinp2	152	162	147	141	156	164
Astn1	1328	1226	818	654	1522	1124
Mir488	0	0	0	0	0	0
Pappa2	2	2	0	1	0	0
Gm39687	0	0	0	0	0	0
4930562F17Rik	0	0	0	0	0	0
Rfwd2	196	205	240	287	282	216
Scarna3a	3	2	0	0	9	3
Mir1843b	0	0	0	0	0	0
Tnr	905	979	501	438	858	663
Gm31348	11	26	36	34	41	23
Gm31493	0	0	0	0	0	0
Gm31667	0	1	0	0	0	0
Gm37294	0	0	0	0	0	0
4930523C07Rik	0	0	1	0	0	0
4930562F07Rik	0	0	0	0	0	0
Tnn	0	0	0	0	0	0
Mrps14	67	52	85	67	66	54
Cacybp	312	253	198	150	289	210
Rabgap1l	737	676	549	523	690	573
Mir1927	0	4	0	2	0	2
