# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-O" "-T" "12" "-g" "gene_id" "--ignoreDup" "-a" "/grid/li/data/Leo/RNA-seq/reference_genome/mm10.ncbiRefSeq.gtf" "-o" "AllSamples_featureCounts_output.txt" "CeACtrlAligned.sortedByCoord.rmdup.bam" "CeAMorAligned.sortedByCoord.rmdup.bam" "NAcCtrlAligned.sortedByCoord.rmdup.bam" "NAcMorAligned.sortedByCoord.rmdup.bam" "dStrCtrlAligned.sortedByCoord.rmdup.bam" "dStrMorAligned.sortedByCoord.rmdup.bam" 
Geneid	CeACtrlAligned.sortedByCoord.rmdup.bam	CeAMorAligned.sortedByCoord.rmdup.bam	NAcCtrlAligned.sortedByCoord.rmdup.bam	NAcMorAligned.sortedByCoord.rmdup.bam	dStrCtrlAligned.sortedByCoord.rmdup.bam	dStrMorAligned.sortedByCoord.rmdup.bam
Wdfy1	31	39	46	38	59	57
Mrpl44	7	17	9	12	12	3
Gm39666	5	7	12	6	29	28
Serpine2	107	139	173	126	235	212
Gm33970	0	0	0	0	0	0
Fam124b	0	0	0	0	0	0
LOC108167342	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	1	0
Gm34098	0	0	2	0	0	1
Cul3	286	299	317	238	276	262
Gm39667	11	13	18	14	27	14
Gm38673	0	0	0	0	1	1
1700016L21Rik	0	0	0	0	0	0
Dock10	367	524	268	231	201	197
Nyap2	195	210	197	134	195	201
Mir6344	0	0	0	0	0	0
Irs1	26	42	57	26	31	38
Rhbdd1	3	6	3	7	2	1
LOC108167630	0	1	3	0	0	2
Col4a4	0	0	3	1	0	1
Col4a3	1	0	0	2	0	1
LOC105243964	9	23	17	18	21	19
Mff	146	149	162	110	135	137
Gm39668	20	12	27	23	34	29
Tm4sf20	3	3	6	1	1	4
Gm34286	0	0	0	0	0	0
Gm17764	0	0	0	0	0	0
Gm34450	0	0	0	0	0	0
LOC108167631	0	0	0	0	0	0
Agfg1	135	165	156	119	160	149
Slc19a3	0	0	1	0	1	1
Krtap28-13	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0
Daw1	0	0	0	0	0	0
Sphkap	260	283	256	235	91	91
Pid1	30	35	59	31	15	18
Mir6353	0	1	0	0	0	0
Dner	136	166	232	218	87	69
Mir5126	0	0	0	1	0	0
Trip12	485	637	580	441	465	447
Fbxo36	0	2	5	1	3	3
Slc16a14	12	5	16	9	12	8
Gm39669	0	0	0	1	0	1
Gm15433	0	0	0	0	0	0
A530032D15Rik	0	0	0	0	0	0
A530040E14Rik	0	0	0	0	0	0
Gm35498	0	0	0	0	0	0
Gm38510	0	0	0	0	0	0
LOC102638435	0	0	0	0	0	0
Gm7609	0	0	0	0	0	0
C130026I21Rik	0	0	0	0	0	0
LOC108167347	0	0	0	0	0	0
LOC101055758	1	0	0	1	0	0
LOC105243968	0	0	0	0	0	0
Gm2666	0	0	0	0	0	0
Gm2427	1	0	0	3	0	0
Sp110	0	0	0	0	0	0
Sp140	0	0	0	0	1	0
LOC102634459	0	0	0	0	0	0
Sp100	0	0	0	0	0	1
A630001G21Rik	0	0	0	0	0	0
Mir8096	0	0	0	0	0	0
9930111H07Rik	0	0	0	0	0	0
Cab39	153	187	229	168	169	131
Itm2c	876	1038	797	715	463	399
Gm32302	0	0	2	0	0	0
4933407L21Rik	9	10	7	13	7	10
Gpr55	8	11	28	14	12	11
Gm41905	0	1	3	0	2	3
Spata3	0	1	0	1	0	0
2810459M11Rik	3	4	2	1	4	1
Psmd1	180	216	190	121	139	136
Htr2b	11	11	20	5	19	15
Armc9	48	72	65	58	66	82
LOC108167633	7	7	10	9	6	8
Gm16341	1	1	0	0	0	0
Gm28626	0	0	0	1	1	0
B3gnt7	1	1	0	2	0	0
Ncl	549	605	571	426	353	385
Snora75	2	4	8	0	4	2
Gm24148	7	2	5	2	3	3
Snord82	3	7	2	1	1	2
C130036L24Rik	1	1	5	0	3	2
Nmur1	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0
Gm32700	1	1	0	0	0	0
Gm32758	0	0	0	0	0	0
Gm41907	0	0	0	0	0	0
Ptma	107	107	116	85	73	78
Pde6d	21	14	21	18	16	13
Cops7b	9	14	17	16	14	18
Gm41908	1	0	0	1	0	1
Nppc	1	1	4	1	1	0
Dis3l2	31	44	46	43	48	47
Gm41909	0	0	2	2	1	1
Gm28375	0	0	0	0	1	0
Gm41910	0	0	0	0	0	0
Gm29371	0	0	0	0	0	0
Alppl2	0	0	0	0	0	0
Alpi	0	0	0	0	0	0
Akp3	0	0	0	0	0	0
Ecel1	59	74	22	24	19	15
Gm33292	12	8	5	2	7	2
Prss56	0	0	0	0	0	1
Chrnd	0	0	0	0	0	0
Chrng	0	0	0	0	1	0
Eif4e2	44	62	79	46	71	54
Efhd1	3	4	8	9	6	6
Gm41911	0	0	0	0	0	0
Gigyf2	91	128	110	108	90	111
Kcnj13	2	12	12	4	21	15
3110079O15Rik	0	1	2	1	2	4
Ngef	219	303	356	303	474	391
LOC108167634	0	0	2	0	1	0
Neu2	4	4	0	2	2	3
Inpp5d	3	3	8	3	10	10
Gm33470	0	0	2	1	0	0
Gm33517	0	0	2	0	0	1
Atg16l1	48	74	79	41	62	74
Scarna6	34	55	33	26	38	25
Sag	2	3	3	6	3	8
Gm38609	0	2	1	3	0	1
Dgkd	78	81	106	87	72	80
Gm19582	5	3	7	7	2	4
Usp40	56	51	82	52	77	70
Ugt1a10	1	1	0	0	0	0
Ugt1a9	1	1	0	0	0	0
Ugt1a7c	1	1	0	0	0	0
Ugt1a6b	1	1	0	0	0	0
Ugt1a6a	2	2	0	0	0	0
Ugt1a5	1	1	0	0	0	0
Ugt1a2	1	1	0	0	0	0
Dnajb3	1	3	3	0	3	3
Ugt1a1	1	1	1	0	0	0
Mroh2a	2	4	8	6	6	5
Hjurp	46	41	80	59	65	56
Trpm8	0	0	0	0	0	0
Spp2	0	0	0	0	0	0
Gm29538	0	0	0	0	0	0
Gm28888	0	0	0	0	0	0
Glrp1	0	0	0	0	0	0
Gm19589	0	0	0	0	0	0
Gm41912	0	0	0	0	0	0
Arl4c	31	23	47	40	24	16
Platr5	0	0	0	0	0	0
Gm34194	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0
Sh3bp4	7	11	8	9	9	5
Gm34331	0	0	0	0	1	1
C030007H22Rik	0	0	1	0	0	1
Gm41913	0	0	0	0	1	0
Agap1	127	173	168	142	152	152
Gm28499	0	3	7	3	2	9
Gm41914	0	1	3	1	2	1
4933400F21Rik	5	6	7	5	15	16
Gbx2	0	1	2	2	0	1
LOC102637806	0	0	1	1	0	0
Asb18	4	6	4	0	3	1
Gm41915	2	3	3	1	5	0
Gm34616	0	0	0	0	0	0
Iqca	0	1	1	1	0	0
4930434B07Rik	0	1	0	0	0	0
Ackr3	12	18	10	8	4	1
Gm34930	0	0	0	0	0	0
LOC102638195	0	1	0	0	0	0
Gm34992	0	0	0	0	0	0
Gm28722	0	0	0	0	1	2
Gm35048	0	0	0	0	0	0
LOC108167648	0	0	0	0	0	0
Gm41917	0	0	0	0	0	0
Gm35192	0	0	0	0	0	0
Cops8	56	65	51	60	40	39
Gm35242	0	0	0	0	0	0
Gm9991	0	0	0	0	0	0
Gm35332	0	0	0	0	0	0
Gm41918	0	0	0	0	1	0
Col6a3	2	8	2	2	10	8
Gm35381	0	0	0	0	0	0
Mlph	0	0	1	0	0	3
Prlh	0	0	0	0	0	0
Rab17	0	0	0	0	0	0
Lrrfip1	60	58	91	57	58	51
Rbm44	0	0	0	0	1	0
Ramp1	28	34	50	38	48	51
Ube2f	20	23	33	26	26	17
Scly	3	8	5	5	9	3
Espnl	0	0	0	0	0	0
Klhl30	0	0	0	0	1	0
Fam132b	1	0	7	1	4	1
Ilkap	20	32	35	29	30	24
1700020N18Rik	0	0	0	0	0	0
Hes6	1	4	2	3	1	0
Per2	50	27	70	44	105	76
Gm35591	6	5	4	5	14	25
Gm28382	0	0	0	0	0	0
Traf3ip1	20	26	38	21	27	35
Asb1	29	32	27	31	23	20
Gm28380	13	6	4	3	0	1
Twist2	2	1	0	0	1	0
LOC108167658	0	0	0	0	0	0
LOC108167833	0	1	0	0	0	0
Hdac4	93	118	102	82	109	104
LOC108167659	2	3	8	8	7	4
Gm35992	0	0	0	0	0	0
Ndufa10	81	110	83	71	69	69
Mir6900	1	0	0	0	0	0
Olfr1416	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0
Myeov2	30	23	33	29	16	20
Otos	0	0	0	0	0	0
Gm29483	0	0	0	0	0	0
Gm36102	0	0	0	0	0	1
Gpc1	58	61	74	69	48	39
Mir149	0	0	0	0	1	1
Ankmy1	1	2	5	4	2	1
Gm36184	0	0	1	0	0	0
Dusp28	14	16	11	12	10	11
5033417F24Rik	7	11	6	4	7	10
Rnpepl1	11	12	12	11	21	14
9430060I03Rik	6	5	4	3	3	1
Capn10	12	15	11	20	13	11
Gpr35	0	4	1	1	2	0
Gm36424	0	0	0	0	0	0
Aqp12	0	0	0	0	0	1
Kif1a	635	777	729	674	612	585
Gm36472	0	1	0	0	0	0
Agxt	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0
Crocc2	0	0	1	0	0	0
Sned1	3	11	14	12	13	13
Mir6901	0	0	0	0	0	0
Mterf4	8	13	11	18	6	11
Gm28535	2	1	4	4	2	2
Pask	8	3	14	8	16	15
Ppp1r7	124	156	186	118	199	140
Mir6902	1	0	6	4	0	2
Mir6345	0	2	0	1	5	0
Ano7	1	4	2	3	0	1
Hdlbp	170	173	185	167	169	151
Sept2	57	62	74	47	92	76
Farp2	30	25	26	17	34	26
Gm41920	3	5	4	4	8	8
Stk25	89	115	101	90	86	81
Bok	3	5	4	11	8	4
Thap4	16	29	21	9	19	18
Atg4b	18	20	33	35	26	27
Dtymk	7	15	21	10	17	14
Ing5	11	21	32	10	15	16
D2hgdh	11	13	7	20	16	17
Gal3st2	0	0	0	0	0	0
Gm30204	0	0	0	0	0	0
Gm9994	0	0	0	0	0	0
Gm7889	0	0	0	0	0	0
Gm6086	0	0	0	0	0	0
Neu4	1	1	3	0	2	0
Pdcd1	0	0	1	0	0	0
4930440C22Rik	0	0	0	0	0	0
Fam174a	54	35	33	34	27	28
St8sia4	65	55	94	61	41	38
Gm30431	0	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0
Gm29601	0	0	0	0	0	0
Gm30490	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
Slco4c1	18	5	12	9	15	9
Panct2	1	2	7	3	12	3
Slco6b1	1	0	0	0	0	0
Slco6c1	0	0	0	0	0	1
Gm7133	0	0	0	0	0	0
Gm7135	0	0	0	0	0	0
LOC105246668	4	4	4	9	11	10
D1Ertd622e	25	42	29	30	35	25
Ppip5k2	57	79	114	71	91	83
Gin1	6	16	23	22	16	14
Pam	357	425	373	324	355	288
Gm31771	1	1	2	0	3	3
B230216N24Rik	1	5	7	6	6	8
1810006J02Rik	0	0	0	0	0	0
Gm29461	1	0	0	0	0	0
Slco6d1	0	0	0	0	0	0
Gm7967	1	0	0	0	0	0
Cntnap5b	85	71	108	80	97	89
Gm41923	0	0	0	0	1	0
Gm20268	0	0	0	0	0	0
Gm31973	0	0	0	0	0	0
Gm41924	0	0	0	0	0	0
Cdh20	11	3	7	18	7	8
Gm41925	0	0	0	0	0	0
Gm29012	0	0	0	0	0	0
Rnf152	3	13	25	19	10	10
Gm17634	0	0	0	2	1	0
Gm28403	0	0	0	0	0	0
Pign	34	48	65	24	59	68
2310035C23Rik	138	173	246	189	222	183
Tnfrsf11a	8	0	4	3	10	5
Gm41926	0	0	0	0	0	0
Gm41927	0	1	0	0	0	0
Gm7160	0	0	1	1	0	0
Zcchc2	32	43	56	34	48	44
Gm26509	1	0	1	1	0	2
Gm20753	0	0	0	0	0	0
Phlpp1	70	100	144	90	116	119
Gm41928	0	1	0	1	4	0
Bcl2	34	47	58	25	70	74
Mir3473f	0	0	0	0	0	0
Gm37053	7	11	13	5	30	43
Kdsr	49	102	72	96	80	62
Vps4b	53	56	70	48	42	50
Serpinb5	0	0	0	0	0	0
Serpinb12	0	0	0	0	0	0
Serpinb13	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0
Serpinb3b	0	1	0	0	0	0
Serpinb3c	0	0	0	0	0	0
Serpinb11	0	0	0	0	0	0
Serpinb7	0	0	0	0	0	0
Serpinb2	0	0	5	3	0	0
Serpinb10	0	0	0	0	0	0
Serpinb8	2	3	1	1	3	1
Gm15389	0	0	0	0	0	0
D830032E09Rik	0	0	0	0	0	0
Gm28282	0	0	0	0	0	0
Gm41929	0	0	0	0	0	0
Cdh7	77	73	110	97	84	53
Gm41930	0	0	0	0	0	0
Cdh19	2	4	3	0	3	5
LOC102635409	0	0	0	0	0	0
Dsel	90	103	165	110	126	120
Gm32810	1	6	54	32	51	52
Gm41931	0	0	2	0	1	1
Gm41932	0	0	0	0	0	0
LOC108167836	0	0	0	0	0	0
Gm32985	0	0	0	0	0	0
Gm41933	0	0	0	0	0	0
Gm33042	0	0	0	0	0	0
LOC108167704	11	9	19	11	7	8
Cntnap5a	148	193	228	141	128	100
LOC108167601	0	0	0	0	0	0
B020011L13Rik	0	0	0	0	0	0
Tsn	46	78	94	61	63	61
Nifk	31	30	26	28	15	22
Gm28867	0	0	0	0	0	0
Clasp1	180	227	244	149	192	201
2900060B14Rik	15	20	10	15	10	12
Tfcp2l1	1	3	4	3	9	7
Gli2	2	1	1	3	2	2
Mir6346	0	0	0	0	0	0
Gm41934	0	0	0	0	0	0
LOC108167707	0	0	0	0	0	0
Gm33388	0	0	0	0	0	0
Inhbb	2	1	0	1	2	0
Gm41935	0	0	0	0	0	0
Gm33490	0	0	0	0	0	0
Gm33575	0	0	0	0	0	0
LOC108167708	0	0	0	0	0	0
Ralb	4	8	7	5	5	5
Tmem185b	18	20	39	22	16	17
3830432H09Rik	0	1	1	0	1	1
Epb41l5	9	10	21	18	13	22
Ptpn4	198	213	263	185	248	192
Gm28209	0	0	0	1	1	1
Tmem177	10	10	21	11	9	7
Cfap221	5	2	1	1	0	0
Gm33817	0	0	0	0	0	0
Sctr	0	0	0	0	1	0
Gm33764	0	0	0	0	0	0
Gm41936	0	0	0	0	0	0
Tmem37	0	0	0	0	0	0
Gm41937	0	0	0	0	0	0
Gm41938	0	0	0	0	0	0
Dbi	14	33	32	36	25	32
3110009E18Rik	3	6	6	4	8	6
Steap3	2	0	1	1	0	3
C1ql2	4	2	3	0	2	0
LOC108167722	0	0	0	0	0	0
Marco	0	0	0	0	0	0
Gm41939	0	0	0	0	0	0
En1	0	0	0	0	0	1
Gm34352	0	0	0	0	0	0
2610027F03Rik	0	0	0	0	0	0
Gm29345	0	0	0	0	0	0
Gm34584	0	0	0	0	0	0
Gm34641	0	0	0	0	0	0
Gm34698	0	0	0	0	0	0
Celrr	0	0	0	0	0	1
LOC108167723	0	0	0	0	0	0
Gm41940	0	0	0	0	0	1
Insig2	47	58	76	55	65	55
LOC108167603	0	0	0	0	0	0
2210011K15Rik	0	0	0	0	0	0
Gm35243	0	0	0	0	0	0
Ccdc93	37	40	43	42	27	30
Htr5b	0	0	0	3	1	0
Ddx18	33	44	44	38	29	21
Gm28590	0	0	0	0	0	0
Dpp10	274	364	304	238	138	85
Gm41941	0	3	0	0	3	1
Gm35355	0	0	0	0	0	1
Actr3	210	219	245	199	237	228
Slc35f5	18	17	21	8	11	19
Gpr39	111	160	135	87	69	45
Gm41943	1	0	3	2	2	0
Lypd1	279	362	307	201	133	104
Nckap5	7	10	8	10	5	3
Gm35562	2	3	6	3	2	2
LOC102639337	0	0	0	0	0	0
Gm41945	0	0	0	0	0	0
Mgat5	89	113	93	95	86	83
Gm8451	2	7	6	4	4	2
Gm41947	1	1	5	2	4	2
Tmem163	2	1	7	3	1	3
Gm35993	0	0	0	0	0	0
Acmsd	5	3	2	1	10	1
2900009J06Rik	2	0	2	2	1	0
Ccnt2	71	81	134	104	156	129
Map3k19	22	16	30	20	5	5
Rab3gap1	118	129	140	105	121	116
Zranb3	9	13	24	7	22	13
Gm28800	2	1	4	1	3	1
R3hdm1	324	349	544	376	568	601
Mir128-1	1	2	7	2	5	8
Ubxn4	87	108	131	86	81	106
Gm41949	37	43	54	35	48	46
Lct	1	0	0	0	0	0
Mcm6	10	12	11	11	9	3
Dars	70	66	62	50	57	49
Gm41950	0	0	0	0	0	0
Cxcr4	0	0	0	0	0	1
Thsd7b	31	45	51	43	34	21
Gm36347	0	1	0	0	0	1
Gm41951	0	0	0	0	0	0
Cd55b	0	0	0	0	3	1
Gm15674	0	1	0	1	1	2
Cd55	7	5	2	1	4	12
Gm16083	0	0	2	3	0	2
Zp3r	0	0	0	1	4	8
C4bp	0	1	0	0	0	0
C4bp-ps1	0	0	2	0	0	1
Pfkfb2	39	60	69	58	73	81
Yod1	48	57	79	44	60	48
AA986860	0	4	2	3	2	2
Gm28857	0	1	0	0	0	0
Gm28856	0	0	0	0	0	0
Fcamr	0	0	0	0	0	0
LOC102640771	0	0	0	0	0	0
Pigr	0	0	0	0	0	0
Fcmr	0	0	0	0	0	0
Il24	0	0	0	0	0	0
Il20	0	0	0	0	0	0
Il19	0	0	0	0	0	0
Gm41952	0	0	0	0	0	0
Il10	0	0	0	0	0	0
Mapkapk2	6	11	8	5	8	8
Dyrk3	9	10	6	2	2	6
Eif2d	21	45	34	30	41	38
Rassf5	11	14	23	11	13	20
Gm29953	2	1	4	2	2	0
Ikbke	2	0	1	0	0	3
Srgap2	65	104	116	106	143	165
Fam72a	1	2	1	0	1	0
Avpr1b	0	0	0	0	0	0
Ctse	0	0	0	0	0	0
LOC108167725	0	0	0	0	0	0
Rab7b	0	0	2	0	1	1
Gm30104	0	0	0	0	0	0
Slc26a9	0	0	0	0	0	0
Pm20d1	0	0	2	0	0	0
Slc41a1	14	20	36	46	62	66
Rab29	0	1	0	1	2	0
Nucks1	344	358	420	330	362	315
Slc45a3	0	0	0	0	0	1
Elk4	24	42	59	54	57	44
Mfsd4a	19	28	29	23	32	37
LOC105246707	3	3	2	2	2	1
LOC108167726	0	0	0	0	0	1
Cdk18	12	11	14	16	8	3
Gm30153	0	0	0	0	0	0
Gm30242	0	0	0	0	0	0
Gm29695	5	8	3	10	6	5
Lemd1	5	0	5	7	1	3
Mir135b	0	0	0	0	1	0
Gm29630	0	0	0	0	0	0
Gm38446	0	0	0	0	0	0
Klhdc8a	3	3	8	7	7	3
Nuak2	0	0	0	0	0	0
Gm30744	0	0	0	0	0	0
F730311O21Rik	0	0	0	0	0	0
Tmcc2	35	41	65	77	70	45
Dstyk	78	105	123	106	84	85
Rbbp5	57	66	81	54	56	64
Tmem81	4	3	7	1	2	7
Cntn2	28	38	50	55	56	50
Nfasc	155	198	276	207	278	245
LOC108167727	3	3	4	5	8	10
Gm10538	4	7	5	4	7	9
Gm31101	0	0	0	0	0	0
Lrrn2	129	142	140	138	102	90
Gm31159	5	18	30	23	26	29
Gm38687	0	2	1	1	4	0
Mdm4	85	114	165	102	198	162
Gm41953	1	0	0	0	0	0
Pik3c2b	15	24	74	57	99	86
Gm28609	2	6	13	7	27	16
Ppp1r15b	132	126	127	109	84	58
Plekha6	59	86	126	102	113	117
Gm19461	0	1	5	4	8	2
Golt1a	0	0	0	0	0	0
Kiss1	0	0	0	0	0	0
Ren1	0	0	0	0	0	0
Etnk2	2	2	2	3	1	0
Sox13	5	8	7	3	2	3
Snrpe	15	22	24	15	20	14
Zc3h11a	91	144	181	135	165	169
Zbed6	72	107	154	138	141	190
Lax1	0	0	0	0	0	3
Atp2b4	1292	1283	835	658	195	169
Mir6903	19	26	12	12	3	6
Gm41954	0	0	0	0	0	0
Gm28441	0	0	0	0	0	0
Gm31515	0	0	0	0	0	0
Optc	1	3	1	0	1	4
Prelp	4	3	4	3	2	3
Gm31629	0	0	0	0	0	0
Fmod	0	0	0	2	1	0
LOC105246710	0	0	0	0	0	0
Btg2	10	9	10	5	8	9
Gm31974	0	0	0	0	0	0
Gm32039	0	0	2	0	1	3
Chit1	0	0	1	0	1	0
LOC108167728	0	0	0	0	0	0
Chil1	1	1	3	2	1	1
Mybph	6	16	34	21	30	34
Adora1	32	36	79	60	82	81
Gm32221	0	0	0	0	0	0
Myog	0	0	0	0	0	0
Ppfia4	55	59	62	58	53	49
Gm32267	1	0	1	1	2	1
Tmem183a	36	67	53	37	46	34
4933406M09Rik	0	0	0	0	0	0
Cyb5r1	7	11	7	11	10	7
Adipor1	39	45	41	43	50	48
Klhl12	25	30	43	30	24	31
Rabif	23	23	16	12	12	14
Gm29376	0	0	0	0	0	0
LOC108167729	0	0	0	0	0	0
Mgat4e	0	0	4	1	1	2
LOC108167730	0	0	0	0	0	0
Kdm5b	180	243	255	201	251	234
Syt2	14	15	33	26	57	49
Ppp1r12b	134	137	157	139	122	115
Gm32670	2	3	6	5	7	4
Ube2t	0	0	0	0	0	1
Lgr6	1	4	5	1	12	10
Ptprv	1	3	5	4	17	26
Ptpn7	0	0	3	1	4	6
Arl8a	52	85	84	68	67	63
Gpr37l1	9	17	27	20	32	23
Gm41955	0	0	0	0	0	0
Elf3	0	0	0	0	0	0
Rnpep	19	30	28	34	27	21
Timm17a	22	41	26	21	28	31
Gm41956	0	0	0	0	0	0
Lmod1	0	2	0	0	1	0
Shisa4	15	9	17	18	11	26
Ipo9	138	163	124	119	117	117
Nav1	92	116	167	133	151	127
Mir1231	0	0	1	0	0	0
Gm32940	11	14	32	28	25	27
Gm4793	0	0	6	4	4	1
Gm32835	0	0	0	0	0	0
Csrp1	23	24	42	28	63	44
Phlda3	4	4	5	4	1	5
Tnni1	0	0	0	0	1	1
Lad1	1	0	0	0	0	2
Tnnt2	10	8	4	4	3	2
Pkp1	0	0	0	0	0	0
Igfn1	0	0	0	0	0	0
Tmem9	38	50	35	30	20	12
Ascl5	0	0	0	0	0	0
Cacna1s	1	1	0	1	0	0
Gm15850	0	0	0	0	0	1
Kif21b	54	67	82	66	31	29
Mroh3	0	0	0	0	0	0
5730559C18Rik	1	0	0	0	0	1
Gpr25	5	7	4	6	5	2
Camsap2	409	426	407	313	294	302
9230116N13Rik	6	3	4	2	1	2
Ddx59	13	10	9	8	5	3
Kif14	0	1	0	0	2	5
Gm29485	0	0	0	0	0	0
Zfp281	113	123	137	102	95	107
Gm34056	0	0	0	0	0	0
Gm41958	0	0	0	0	0	0
Gm19705	0	0	0	0	1	0
Platr22	0	0	0	0	0	0
Nr5a2	0	0	0	0	1	0
Gm34244	0	0	0	0	0	0
Gm34306	0	0	0	0	0	0
Gm4258	4	6	13	6	11	21
Mir181a-1	0	1	0	0	4	0
Mir181b-1	0	1	0	0	2	0
Gm34353	0	1	0	0	1	4
Ptprc	1	2	3	0	1	1
Atp6v1g3	0	0	0	0	0	0
Gm28500	0	0	0	0	0	0
Nek7	24	13	35	16	22	26
Gm5833	0	0	0	0	0	0
Lhx9	0	0	0	2	0	0
2310009B15Rik	2	6	4	1	6	4
1700019P21Rik	0	0	0	0	0	0
Dennd1b	38	41	97	76	90	114
4930596I21Rik	3	2	3	1	2	4
Gm41960	2	5	3	2	4	6
Crb1	3	12	7	4	6	3
4933436E23Rik	0	0	0	0	0	0
Gm34816	0	0	0	0	0	0
Zbtb41	63	95	112	76	80	64
Gm41962	5	11	20	10	10	9
Aspm	1	2	2	1	0	4
F13b	0	0	0	0	0	0
Cfhr1	0	0	0	0	0	0
Cfhr3	0	0	0	0	0	0
Gm4788	0	0	0	0	0	0
Gm41963	0	0	0	0	0	0
Cfhr2	0	0	0	0	0	0
Cfh	3	5	6	9	5	10
Kcnt2	47	53	64	38	60	43
4930590L20Rik	3	1	2	0	0	1
Gm35244	0	0	0	0	0	0
Gm35303	0	0	0	0	0	0
Cdc73	154	168	194	117	159	158
B3galt2	56	55	99	65	85	84
Gm38658	0	0	0	0	0	0
LOC108167731	1	0	0	0	1	0
Glrx2	56	55	61	46	63	54
Trove2	100	132	169	145	128	162
Uchl5	42	48	44	18	23	30
Gm41964	0	0	0	1	1	3
Rgs2	131	165	144	115	151	212
Gm35356	0	0	0	0	0	0
Rgs13	0	0	0	1	1	0
Gm35415	0	0	0	0	0	0
Rgs1	0	0	0	0	0	0
Rgs21	0	0	0	0	0	0
Rgs18	1	0	0	0	0	0
Gm41965	0	0	0	0	0	0
Gm29514	7	5	6	3	1	5
Brinp3	58	62	46	35	30	23
Gm41966	0	0	0	0	0	0
Gm29398	0	0	0	0	0	0
Pla2g4a	1	0	0	0	1	0
Ptgs2os	0	0	1	2	1	2
Ptgs2	7	4	8	10	13	8
Ptgs2os2	0	0	0	0	1	0
Gm15453	1	1	0	0	1	0
Pdc	0	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	0
BC003331	55	46	73	51	53	54
Tpr	509	506	430	355	271	302
Prg4	13	17	10	13	8	9
Gm41967	0	0	0	0	0	0
Hmcn1	3	0	7	0	5	4
Gm36297	0	1	1	1	3	3
Gm36139	2	2	0	1	6	2
Gm36077	0	0	3	0	7	4
C730036E19Rik	0	0	0	0	0	2
3110040M04Rik	0	0	0	0	0	0
LOC108167732	2	1	0	0	1	0
LOC108167733	0	4	2	0	2	2
Ivns1abp	120	164	358	254	557	460
Swt1	28	57	54	42	44	55
Trmt1l	45	67	51	42	46	59
Mir7682	0	0	1	2	1	0
Rnf2	49	65	54	56	40	45
Gm36527	31	23	55	20	33	36
Fam129a	1	1	0	1	0	0
Gm41969	0	0	0	0	0	0
LOC102640772	3	2	3	2	4	4
Edem3	122	144	146	118	116	95
Gm25279	0	0	0	0	0	0
1700025G04Rik	91	94	110	61	59	46
Gm36920	0	0	0	0	0	0
Gm41970	0	0	0	0	0	1
Tsen15	9	17	22	11	9	6
Colgalt2	4	14	4	2	7	3
Rgl1	169	174	139	137	104	73
LOC108167734	4	7	11	8	4	10
Apobec4	6	8	10	4	6	12
Arpc5	48	68	39	44	50	42
Ncf2	6	2	8	6	8	10
Smg7	157	174	158	166	158	177
Gm29954	0	0	0	0	0	0
Nmnat2	129	158	157	139	114	129
Lamc2	11	18	11	7	9	5
Lamc1	34	54	61	53	77	46
LOC108167838	0	0	0	0	0	0
E330020D12Rik	0	0	0	0	0	0
Shcbp1l	3	3	6	3	5	1
Dhx9	222	258	291	207	249	231
Npl	6	10	3	7	9	2
LOC108167735	3	0	0	1	2	3
Rgs8	91	105	205	133	205	162
C230024C17Rik	1	0	1	1	1	0
Rgs16	6	10	6	9	2	1
Rnasel	14	7	10	12	5	4
Rgsl1	5	7	9	11	3	5
Gm41974	1	0	0	2	0	2
Teddm2	2	5	3	4	2	0
Teddm1b	2	2	2	0	0	0
Teddm1a	2	3	3	2	0	1
Gm38440	4	7	9	10	4	4
Mir8114	16	28	20	26	28	29
Glul	206	309	351	341	384	375
Gm30327	0	0	0	0	0	0
LOC108167736	0	0	0	0	0	1
LOC108167737	0	0	0	0	0	0
Gm30388	0	0	0	0	1	0
Zfp648	2	1	1	1	3	0
4930452N14Rik	0	1	0	0	0	0
4930532M18Rik	0	0	0	0	1	0
Gm30465	1	0	0	0	1	0
Cacna1e	883	1102	1204	914	1041	1024
Gm30521	0	0	0	0	0	0
Gm41976	0	0	0	0	0	0
Gm30602	0	0	0	0	0	0
Gm41977	0	1	2	0	5	1
Gm41980	0	0	1	2	4	6
Gm41979	0	0	0	0	0	0
Gm9530	0	1	1	0	2	0
Ier5	15	12	17	13	32	29
